,url,Title,http_Request,API_endpoint,Code
21,https://apidocs.document360.com/apidocs/get-article-versions,Gets all article versions,GET,/v2/Articles/{articleId}/{langCode}/versions,"curl --request GET \
  --url https://apihub.document360.io/v2/Articles/%7BarticleId%7D/en/versions \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE'

"
22,https://apidocs.document360.com/apidocs/get-status-of-the-export,Get the status of export,GET,/v2/Project/Export/{exportId},"curl --request GET \
  --url https://apihub.document360.io/v2/Project/Export/%7BexportId%7D \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE'

"
23,https://apidocs.document360.com/apidocs/export-documentation,Start a new export,POST,/v2/Project/Export,"
{
 ""entity"": ""string"",
 ""version_id"": [
  ""string""
 ],
 ""selected_languages"": [
  {
   ""code"": ""string"",
   ""id"": ""string"",
   ""version_id"": ""string""


 ""selected_categories"": [
  {
   ""language_id"": ""string"",
   ""id"": ""string"",
   ""version_id"": ""string""
  }
 ],
curl --request POST \
  --url https://apihub.document360.io/v2/Project/Export \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE' \
  --header 'content-type: application/json-patch+json' \
  --data '{
 ""entity"": ""string"",
 ""version_id"": [
  ""string""
 ],


   ""code"": ""string"",
   ""id"": ""string"",
   ""version_id"": ""string""
  }
 ],
 ""selected_categories"": [
  {


"
24,https://apidocs.document360.com/apidocs/get-project-versions,Gets list of project versions,GET,/v2/ProjectVersions,"curl --request GET \
  --url https://apihub.document360.io/v2/ProjectVersions \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE'

"
25,https://apidocs.document360.com/apidocs/add-a-user,Adds a new Team Account,POST,/v2/Teams,"{
 ""email_id"": ""string"",
 ""first_name"": ""string"",
 ""last_name"": ""string"",
 ""invited_by"": ""string"",
 ""is_sso_user"": true,
 ""skip_sso_invitation_email"": true,
 ""associated_portal_role_id"": ""string"",
 ""content_permissions"": [
  {


    ""access_level"": 1,
    ""categories"": [
     {
      ""project_version_id"": ""string"",
      ""category_id"": ""string"",
      ""language_code"": ""string""
     }
curl --request POST \
  --url https://apihub.document360.io/v2/Teams \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE' \
  --header 'content-type: application/json-patch+json' \
  --data '{
 ""email_id"": ""string"",
 ""first_name"": ""string"",
 ""last_name"": ""string"",
 ""invited_by"": ""string"",


 ""associated_portal_role_id"": ""string"",
 ""content_permissions"": [
  {
   ""associated_content_role_id"": ""string"",
   ""access_scope"": {
    ""access_level"": 1,
    ""categories"": [


"
26,https://apidocs.document360.com/apidocs/update-content-role,Update the content roles of an individual user,PUT,/v2/Teams/{userId}/content,"{
 ""content_permissions"": [
  {
   ""associated_content_role_id"": ""string"",
   ""access_scope"": {
    ""access_level"": 1,
    ""categories"": [
     {
      ""project_version_id"": ""string"",
      ""category_id"": ""string"",


    ],
    ""project_versions"": [
     ""string""
    ],
    ""languages"": [
     {
      ""project_version_id"": ""string"",
curl --request PUT \
  --url https://apihub.document360.io/v2/Teams/%7BuserId%7D/content \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE' \
  --header 'content-type: application/json-patch+json' \
  --data '{
 ""content_permissions"": [
  {
   ""associated_content_role_id"": ""string"",
   ""access_scope"": {


     {
      ""project_version_id"": ""string"",
      ""category_id"": ""string"",
      ""language_code"": ""string""
     }
    ],
    ""project_versions"": [


"
27,https://apidocs.document360.com/apidocs/update-user-group,Modify the groups associated with the user,PUT,/v2/Teams/{userId}/groups,"{
 ""associated_groups"": [
  ""string""
 ],
 ""is_invitation_id"": true
}
curl --request PUT \
  --url https://apihub.document360.io/v2/Teams/%7BuserId%7D/groups \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE' \
  --header 'content-type: application/json-patch+json' \
  --data '{
 ""associated_groups"": [
  ""string""
 ],
 ""is_invitation_id"": true



"
28,https://apidocs.document360.com/apidocs/gets-article-to-be-translated,Gets articles by translation status,GET,/v2/Translations/{projectVersionId}/{langCode},"curl --request GET \
  --url https://apihub.document360.io/v2/Translations/%7BprojectVersionId%7D/en \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE'

"
29,https://apidocs.document360.com/apidocs/get-team-groups,Get all user groups,GET,/v2/Teams/groups,"curl --request GET \
  --url https://apihub.document360.io/v2/Teams/groups \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE'

"
30,https://apidocs.document360.com/apidocs/update-reader-group,Updates a reader group,PUT,/v2/Readers/groups/{groupId},"{
 ""title"": ""string"",
 ""description"": ""string"",
 ""associated_readers"": [
  ""string""
 ],
 ""access_scope"": {
  ""access_level"": 1,
  ""categories"": [
   {


    ""language_code"": ""string""
   }
  ],
  ""project_versions"": [
   ""string""
  ],
  ""languages"": [
curl --request PUT \
  --url https://apihub.document360.io/v2/Readers/groups/%7BgroupId%7D \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE' \
  --header 'content-type: application/json-patch+json' \
  --data '{
 ""title"": ""string"",
 ""description"": ""string"",
 ""associated_readers"": [
  ""string""


  ""access_level"": 1,
  ""categories"": [
   {
    ""project_version_id"": ""string"",
    ""category_id"": ""string"",
    ""language_code"": ""string""
   }


"
31,https://apidocs.document360.com/apidocs/get-reader-groups,Get all reader groups,GET,/v2/Readers/groups,"curl --request GET \
  --url 'https://apihub.document360.io/v2/Readers/groups?offSet=1&excludeReaders=False' \
  --header 'accept: application/json' \
  --header 'api_token: REPLACE_KEY_VALUE'

"
